CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLCOL625,JOYITAS,LERMA SANTIAGO PACIFICO,COLIMA,VILLA DE ÁLVAREZ,ARMERÍA,RIO COLIMA,LÓTICO,RÍO,"-103,67317","19,33391",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,1872,Contaminada,256,Buena calidad,,,"99,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL626,LAGUNA CARRIZALILLOS,LERMA SANTIAGO PACIFICO,COLIMA,COMALA,ARMERÍA,LAGUNA CARRIZALILLOS,LÉNTICO,LAGO,"-103,67449","19,41360",2012-2021,7,Aceptable,"81,84",Contaminada,"35,2",Buena calidad,1291,Contaminada,63,Excelente,,,,,"130,5",Contaminada,"120,15",Aceptable,"106,4",Excelente,,,,,<1,No Toxico,"1,1",Toxicidad baja,<1,No Toxico,<1,No Toxico,Rojo,"DQO,CF,OD%S,",SI,NO,SI,NO,SI,ND,NO,SI,LENTICO
DLCOL627,ARROYO CORDOVAN-ZARCO,LERMA SANTIAGO PACIFICO,COLIMA,COMALA,ARMERÍA,ARROYO CORDOBAN,LÓTICO,ARROYO,"-103,71805","19,45146",2012-2021,<2,Excelente,"12,04",Buena calidad,<10,Excelente,1274,Contaminada,132,Buena calidad,,,"101,1",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL628,LAGUNA LA MARIA,LERMA SANTIAGO PACIFICO,COLIMA,COMALA,ARMERÍA,LAGUNA LA MARIA,LÉNTICO,LAGO,"-103,70843","19,46118",2012-2021,"4,95",Buena calidad,"24,08",Aceptable,<10,Excelente,794,Aceptable,10,Excelente,,,,,"104,9",Excelente,"85,9",Excelente,"61,4",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,"1,6",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOL629,LA LUMBRE,LERMA SANTIAGO PACIFICO,COLIMA,COMALA,ARMERÍA,RIO LA LUMBRE,LÓTICO,RÍO,"-103,70551","19,47611",2012-2021,<2,Excelente,"13,31",Buena calidad,15,Excelente,602,Aceptable,75,Excelente,,,99,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCOL631,TONILITA,LERMA SANTIAGO PACIFICO,COLIMA,CUAUHTÉMOC,COAHUAYANA 1,RIO NARANJO,LÓTICO,RÍO,"-103,48458","19,34781",2012-2021,"4,445",Buena calidad,"22,686",Aceptable,"34,6875",Buena calidad,9506,Contaminada,1529,Fuertemente contaminada,,,"100,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR5531,LA ROSILLA 1,PACIFICO NORTE,DURANGO,PUEBLO NUEVO,Río Presidio 1,PRESA LA ROSILLA,LÉNTICO,PRESA,"-105,39672","23,73578",2012-2021,<2,Excelente,"12,345",Buena calidad,<10,Excelente,"198,5",Buena calidad,88,Excelente,,,,,"91,05",Excelente,"85,1",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR632,EL POTRERO,CUENCAS CENTRALES DEL NORTE,DURANGO,GUANACEVÍ,RÍO SEXTÍN,RIO SEXTIN,LÓTICO,RÍO,"-105,82877","25,94070",2012-2021,<2,Excelente,"18,1",Buena calidad,"10,67",Excelente,1664,Contaminada,187,Buena calidad,,,100,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR633,RIO PIAXTLA 5,PACIFICO NORTE,DURANGO,GUANACEVÍ,RÍO PIAXTLA 1,RIO PIAXTLA,LÓTICO,RÍO,"-105,94618","24,09203",2012-2021,<2,Excelente,"26,18",Aceptable,"35,5",Buena calidad,17329,Fuertemente contaminada,5803,Fuertemente contaminada,,,"99,15",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR634,RIO PIAXTLA 6,PACIFICO NORTE,DURANGO,SAN DIMAS,RÍO PIAXTLA 1,RIO PIAXTLA,LÓTICO,RÍO,"-105,54945","24,29637",2012-2021,<2,Excelente,"15,255",Buena calidad,<10,Excelente,"217,5",Aceptable,"85,5",Excelente,,,"112,55",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLDUR635,SAPIORIS,PACIFICO NORTE,DURANGO,SAN DIMAS,RÍO SAN LORENZO 1,RIO LOS REMEDIOS,LÓTICO,RÍO,"-105,85848","24,55902",2012-2021,<2,Excelente,"16,241",Buena calidad,<10,Excelente,1106,Contaminada,41,Excelente,,,"101,45",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR636,EL HERRERO,PACIFICO NORTE,DURANGO,SAN DIMAS,RÍO SAN LORENZO 1,RIO LOS REMEDIOS,LÓTICO,RÍO,"-105,88560","24,54857",2012-2021,<2,Excelente,"16,76",Buena calidad,<10,Excelente,556,Aceptable,63,Excelente,,,"100,7",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLDUR641,RIO SANTIAGO 6,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO RAMOS,RIO DE SANTIAGO,LÓTICO,RÍO,"-105,42908","25,08054",2012-2021,"4,595",Buena calidad,"34,905",Aceptable,"26,85",Buena calidad,9506,Contaminada,"2768,5",Fuertemente contaminada,,,"101,6",Excelente,,,,,,,<1,No Toxico,"2,5",Toxicidad moderada,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR642,RIO SANTIAGO 5,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO RAMOS,RIO DE SANTIAGO,LÓTICO,RÍO,"-105,41535","25,04660",2012-2021,<2,Excelente,"13,4324",Buena calidad,<10,Excelente,1565,Contaminada,201,Buena calidad,,,"105,4",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR646,RIO SANTIAGO 4,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO RAMOS,RIO DE SANTIAGO,LÓTICO,RÍO,"-105,40434","25,02053",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"1598,5",Contaminada,"85,5",Excelente,,,"100,85",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR646M1,SANTA CLARA AGUAS ABAJO PTAR,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,PRESA LA FLOR,RÍO DE SANTIAGO (SANTA CLARA),LÓTICO,RIO,"-103,34792","24,48981",2012-2021,"4,21",Buena calidad,"34,455",Aceptable,"24,5",Excelente,24196,Fuertemente contaminada,7701,Fuertemente contaminada,,,"107,8",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR648,ATOTONILCO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO RAMOS,RIO DE SANTIAGO,LÓTICO,RÍO,"-105,44094","25,16405",2012-2021,<2,Excelente,"19,39",Buena calidad,<10,Excelente,1539,Contaminada,85,Excelente,,,"102,7",Excelente,,,,,,,"1,4",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR649,LOS HERRERA - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO RAMOS,RIO TEPEHUANES,LÓTICO,RÍO,"-105,49664","25,16101",2012-2021,<2,Excelente,"10,13",Buena calidad,<10,Excelente,1683,Contaminada,41,Excelente,,,"104,7",Excelente,,,,,,,"5,7",Toxicidad alta,<1,No Toxico,,,,,,,,,Rojo,"CF,TOX_L,",SI,SI,SI,NO,SI,ND,SI,NO,LOTICO
DLDUR651,J. SALOME ACOSTA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO RAMOS,RIO DE RAMOS,LÓTICO,RÍO,"-105,44807","25,22384",2012-2021,<2,Excelente,"15,19",Buena calidad,<10,Excelente,1842,Contaminada,85,Excelente,,,"101,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR6533,San Dimas,PACIFICO NORTE,DURANGO,San Dimas,RIO PRESIDIO 1,Arroyo San Dimas,LÓTICO,ARROYO,"-105,53697","24,11014",2012-2021,<2,Excelente,"41,62",Contaminada,<10,Excelente,,,,,,,"119,2",Buena calidad,,,,,,,<1,No Toxico,,,,,,,,,,,Rojo,"DQO,",SI,NO,SI,ND,ND,ND,SI,SI,LOTICO
DLDUR6544,ARROYO CORONELES,PACIFICO NORTE,DURANGO,CANELAS,RIO HUMAYA,Arroyo Coroneles,LÓTICO,ARROYO,"-106,44156","25,17317",2012-2021,"7,06",Aceptable,"24,13",Aceptable,<10,Excelente,,,,,,,"78,7",Excelente,,,,,,,<1,No Toxico,,,,,,,,,,,Verde,,SI,SI,SI,ND,ND,ND,SI,SI,LOTICO
DLDUR6545,BORDO SAN JOSÉ DE AVINO (EL TAJO),PACIFICO NORTE,DURANGO,PÁNUCO DE CORONADO,LA TAPONA,Bordo El Tajo,LÉNTICO,,"-104,30240","24,51305",2012-2021,<2,Excelente,"47,1",Contaminada,<10,Excelente,,,,,,,,,89,Excelente,,,,,,,,,"3,7",Toxicidad moderada,,,,,,,Rojo,"DQO,",SI,NO,SI,ND,ND,ND,SI,SI,LENTICO
DLDUR659,LA CIENEGA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO SAN LORENZO 1,ARROYO EL CARMEN,LÓTICO,ARROYO,"-106,34385","25,04165",2012-2021,<2,Excelente,"13,25",Buena calidad,<10,Excelente,10,Excelente,<3,Excelente,,,"99,5",Excelente,,,,,,,"82,6",Toxicidad alta,"2,2",Toxicidad moderada,,,,,,,,,Rojo,"TOX_L,",SI,SI,SI,SI,SI,ND,SI,NO,LOTICO
DLDUR660,EL SALTO - DURANGO,PACIFICO NORTE,DURANGO,PUEBLO NUEVO,RÍO PRESIDIO 1,ARROYO EL SALTO,LÓTICO,ARROYO,"-105,35438","23,80203",2012-2021,"9,44",Aceptable,"59,25",Contaminada,"15,5",Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,84,Excelente,,,,,,,"1,3",Toxicidad baja,"1,5",Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR675M1,PRESA SANTIAGO BAYACORA 1,PACIFICO NORTE,DURANGO,DURANGO,RÍO SANTIAGO BAYACORA,PRESA SANTIAGO BAYACORA,LÉNTICO (HUMEDAL),PRESA,"-104,69426","23,87358",2012-2021,<2,Excelente,"20,16",Aceptable,<10,Excelente,31,Excelente,<3,Excelente,,,,,"93,75",Excelente,"76,55",Excelente,"59,85",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR676M1,PRESA SANTIAGO BAYACORA,PACIFICO NORTE,DURANGO,DURANGO,RÍO SANTIAGO BAYACORA,PRESA SANTIAGO BAYACORA,LÉNTICO (HUMEDAL),PRESA,"-104,67751","23,87458",2012-2021,<2,Excelente,"21,94",Aceptable,<10,Excelente,63,Excelente,<3,Excelente,,,,,"94,75",Excelente,"77,55",Excelente,"50,6",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR679,RIO DE SANTIAGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,PRESA LA FLOR,RIO DE SANTIAGO,LÓTICO,RÍO,"-103,43297","24,35877",2012-2021,"5,225",Buena calidad,"34,865",Aceptable,"10,67",Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,"66,3",Buena calidad,,,,,,,<1,No Toxico,"1,1",Toxicidad baja,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR693,COVADONGA,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑÓN BLANCO,AGUSTÍN MELGAR,RIO DEL PEÑON,LÓTICO,RÍO,"-104,07961","24,90783",2012-2021,<2,Excelente,"17,3096",Buena calidad,<10,Excelente,1223,Contaminada,441,Buena calidad,,,"104,8",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR709,RIO SUCHIL,PACIFICO NORTE,DURANGO,SÚCHIL,RÍO SUCHIL,RIO SUCHIL,LÓTICO,RÍO,"-103,95268","23,66700",2012-2021,"3,155",Buena calidad,"18,435",Buena calidad,11,Excelente,2761,Contaminada,598,Aceptable,,,"91,1",Excelente,,,,,,,"4,2",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR714,CONFLUENCIA RIOS DURANGO Y NOMBRE DE DIOS,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,RÍO SAN PEDRO-MEZQUITAL,RIO MEZQUITAL,LÓTICO,RÍO,"-104,25949","23,83395",2012-2021,"4,02",Buena calidad,"23,02",Aceptable,<10,Excelente,8997,Contaminada,3609,Fuertemente contaminada,,,"84,5",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR715,RIO NOMBRE DE DIOS,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,RÍO SAN PEDRO-MEZQUITAL,RIO NOMBRE DE DIOS,LÓTICO,RÍO,"-104,25755","23,83386",2012-2021,"6,16",Aceptable,"32,475",Aceptable,"13,25",Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,"75,35",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR716,PUENTE MELONES,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,RÍO DURANGO,RIO DURANGO,LÓTICO,RÍO,"-104,26804","23,87170",2012-2021,<2,Excelente,"29,193",Aceptable,<10,Excelente,"1548,5",Contaminada,52,Excelente,,,"96,4",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR717,RIO TEPEHUANES 2,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,RÍO RAMOS,RIO TEPEHUANES,LÓTICO,RÍO,"-105,68786","25,31575",2012-2021,<2,Excelente,"13,82",Buena calidad,10,Excelente,1723,Contaminada,52,Excelente,,,"104,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR718,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ARRIBA)",PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,RIO DURANGO,LÓTICO,DESCARGA,"-104,40838","24,02379",2012-2021,"6,915",Aceptable,"66,94",Contaminada,"113,57",Aceptable,"7515,5",Contaminada,227,Buena calidad,,,69,Buena calidad,,,,,,,<1,No Toxico,"2,3",Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR719,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ABAJO)",PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,RIO DURANGO,LÓTICO,DESCARGA,"-104,40640","24,02408",2012-2021,"13,8",Aceptable,"90,56",Contaminada,115,Aceptable,8994,Contaminada,"192,5",Buena calidad,,,"61,45",Buena calidad,,,,,,,"1,0",Toxicidad baja,"1,6",Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR721,RIO TEPEHUANES 1,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,RÍO RAMOS,RIO TEPEHUANES,LÓTICO,RÍO,"-105,84055","25,35233",2012-2021,<2,Excelente,"14,4",Buena calidad,<10,Excelente,"1398,5",Contaminada,41,Excelente,,,"102,4",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR722,QUEBRADA SAN QUINTIN,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,RÍO SAN PEDRO-MEZQUITAL,RIO NOMBRE DE DIOS,LÓTICO,RÍO,"-104,20925","23,90783",2012-2021,<2,Excelente,"17,6",Buena calidad,10,Excelente,1860,Contaminada,75,Excelente,,,"87,9",Excelente,,,,,,,"2,1",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR724,DERIVADORA FRANCISCO VILLA,PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,RIO TUNAL,LÓTICO,RÍO,"-104,50020","24,06653",2012-2021,"11,35",Aceptable,"55,56",Contaminada,24,Excelente,2489,Contaminada,122,Excelente,,,"96,5",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLDUR727,ACEQUIA GRANDE,PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,ARROYO ACEQUIA GRANDE,LÓTICO (HUMEDAL),ARROYO,"-104,55011","24,07711",2012-2021,"37,95",Contaminada,"109,62",Contaminada,"32,9",Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,"13,5",Contaminada,,,,,,,"1,4",Toxicidad moderada,"10,7",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLDUR733,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ARRIBA),PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,ARROYO SECO,LÓTICO,DESCARGA,"-104,60928","23,98647",2012-2021,"5,62",Buena calidad,"41,615",Contaminada,"11,44",Excelente,6770,Contaminada,2489,Fuertemente contaminada,,,"20,5",Contaminada,,,,,,,<1,No Toxico,"1,6",Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,",SI,NO,SI,NO,NO,ND,NO,SI,LOTICO
DLDUR734,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,ARROYO SECO,LÓTICO,DESCARGA,"-104,61034","23,98766",2012-2021,"5,08",Buena calidad,"43,28",Contaminada,"18,79",Excelente,"22029,5",Fuertemente contaminada,4034,Fuertemente contaminada,,,"28,6",Contaminada,,,,,,,"1,0",Toxicidad baja,"2,5",Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,",SI,NO,SI,NO,NO,ND,NO,SI,LOTICO
DLDUR737,PRESA GARAVITOS,PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,PRESA GARAVITOS,LÉNTICO,PRESA,"-104,75098","24,01523",2012-2021,<2,Excelente,"33,47",Aceptable,<10,Excelente,213,Aceptable,<3,Excelente,,,,,"99,1",Excelente,"79,5",Excelente,"70,35",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR738,PRESA PRESIDENTE GPE VICTORIA 3,PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,PRESA PRESIDENTE GUADALUPE  VICTORIA,LÉNTICO (HUMEDAL),PRESA,"-104,75429","23,95995",2012-2021,<2,Excelente,"22,86",Aceptable,<10,Excelente,"41,5",Excelente,<3,Excelente,,,,,"90,85",Excelente,"72,85",Excelente,"71,5",Excelente,,,,,"1,6",Toxicidad moderada,"1,9",Toxicidad moderada,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR739,PRESA PRESIDENTE GPE VICTORIA 2,PACIFICO NORTE,DURANGO,DURANGO,RÍO EL TUNAL,PRESA PRESIDENTE GUADALUPE  VICTORIA,LÉNTICO (HUMEDAL),PRESA,"-104,75609","23,93793",2012-2021,<2,Excelente,"22,195",Aceptable,<10,Excelente,20,Excelente,<3,Excelente,,,,,"89,9",Excelente,"82,15",Excelente,"71,7",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR740,PRESA PRESIDENTE GPE VICTORIA 1,PACIFICO NORTE,DURANGO,DURANGO,RÍO EL TUNAL,PRESA PRESIDENTE GUADALUPE  VICTORIA,LÉNTICO,PRESA,"-104,76603","23,90495",2012-2021,"2,575",Excelente,"22,4",Aceptable,"15,25",Excelente,"57,5",Excelente,"5,75",Excelente,,,,,"84,25",Excelente,"82,75",Excelente,"79,3",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR741M1,PRESA SANTIAGO BAYACORA 2,PACIFICO NORTE,DURANGO,DURANGO,RÍO SANTIAGO BAYACORA,PRESA SANTIAGO BAYACORA,LÉNTICO (HUMEDAL),PRESA,"-104,68114","23,86417",2012-2021,<2,Excelente,"16,26",Buena calidad,<10,Excelente,41,Excelente,<3,Excelente,,,,,"96,35",Excelente,"62,8",Buena calidad,"43,3",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR744,PRESA SANTIAGO BAYACORA 4,PACIFICO NORTE,DURANGO,DURANGO,RÍO SANTIAGO BAYACORA,PRESA SANTIAGO BAYACORA,LÉNTICO,PRESA,"-104,69621","23,82643",2012-2021,<2,Excelente,"17,56",Buena calidad,<10,Excelente,98,Excelente,<3,Excelente,,,,,"88,6",Excelente,"79,9",Excelente,"73,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"2,5",Toxicidad moderada,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR745,PRESA J REFUGIO SALCIDO,PACIFICO NORTE,DURANGO,DURANGO,RÍO SANTIAGO BAYACORA,PRESA J REFUGIO SALCIDO,LÉNTICO,PRESA,"-104,49654","23,97147",2012-2021,"42,73",Contaminada,"78,016",Contaminada,1874,Fuertemente contaminada,"112,5",Buena calidad,"58,5",Excelente,,,,,"105,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DBO,DQO,SST,",NO,NO,NO,SI,SI,ND,SI,SI,LENTICO
DLDUR745M1,PRESA LA ROSILLA 2,PACIFICO NORTE,DURANGO,PUEBLO NUEVO,RÍO PRESIDIO 1,PRESA LA ROSILLA 2,LÉNTICO,PRESA,"-105,41547","23,72022",2012-2021,<2,Excelente,"20,16",Aceptable,<10,Excelente,36,Excelente,<3,Excelente,,,,,"101,8",Excelente,"90,3",Excelente,"77,95",Excelente,,,,,<1,No Toxico,"1,0",Toxicidad baja,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR747,MANANTIAL 27 DE NOVIEMBRE 2,PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,MANANTIAL 27 DE NOVIEMBRE,LÉNTICO (HUMEDAL),MANANTIAL,"-104,50614","24,21564",2012-2021,<2,Excelente,"27,225",Aceptable,"38,475",Buena calidad,200,Buena calidad,15,Excelente,,,,,"113,4",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLDUR748,MANANTIAL 27 DE NOVIEMBRE 3,PACIFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,MANANTIAL 27 DE NOVIEMBRE,LÓTICO (HUMEDAL),RÍO,"-104,50117","24,21219",2012-2021,<2,Excelente,"17,3",Buena calidad,55,Buena calidad,1539,Contaminada,30,Excelente,,,"84,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
